#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Oryzias latipes	8090	PRJNA16702	16702	Animals	Fishes	869.818	42.2741	GCA_000313675.1	24	1	-	BAAF04	7307	26074	34487	2006/04/11	2015/03/05	Chromosome	Medaka genome sequencing project	SAMD00036523
Oryzias latipes	8090	PRJNA19569	19569	Animals	Fishes	662.701	41	GCA_000151825.1	-	-	-	BAAE01	82496	-	-	2007/04/02	2015/09/19	Scaffold	Medaka genome sequencing project	SAMD00036522
Theobroma cacao	3641	PRJNA51633	51633	Plants	Land Plants	345.994	34.6855	GCA_000403535.1	10	-	-	ALXC01	814	29234	44183	2013/05/29	2014/08/11	Chromosome	Cacao genome consortium	SAMN02981445
Theobroma cacao	3641	PRJEA49733	49733	Plants	Land Plants	326.875	35.8	GCA_000208745.1	-	-	-	CACC01	4792	-	-	2010/11/15	2010/11/15	Scaffold	ICGS	SAMEA2272513
Myotis lucifugus	59463	PRJNA16951	16951	Animals	Mammals	2034.58	42.7	GCA_000147115.1	-	-	-	AAPE02	11654	29200	41184	2006/06/01	2014/08/06	Scaffold	Broad Institute	SAMN02953645
Ricinus communis	3988	PRJNA16585	16585	Plants	Land Plants	350.622	34.4006	GCA_000151685.2	-	1	-	AASG02	25763	22200	27998	2006/07/18	2014/08/06	Scaffold	J. Craig Venter Institute	SAMN02953659
Ascosphaera apis ARSEF 7405	392613	PRJNA17285	17285	Fungi	Ascomycetes	21.5221	47.4	GCA_000149775.1	-	-	-	AARE01	1667	-	-	2006/07/06	2014/08/04	Scaffold	Baylor College of Medicine	SAMN00253832
Laccaria bicolor S238N-H82	486041	PRJNA19043	19043	Fungi	Basidiomycetes	64.8774	47.1	GCA_000143565.1	-	-	-	ABFE01	665	18264	18215	2007/11/29	2014/08/01	Scaffold	Laccaria Genome Consortium	SAMN02769624
Vigna radiata	157791	PRJNA32351	32351	Plants	Land Plants	10.1012	-	GCA_000180895.1	-	-	-	BABL01	-	-	-	2009/11/30	2015/09/17	Contig	Genome Institute, National Center for Genetic Engineering and Biotechnology	SAMD00036538
Chlorella variabilis	554065	PRJNA45853	45853	Plants	Green Algae	46.1595	65.5	GCA_000147415.1	-	-	-	ADIC01	414	9780	9780	2010/08/31	2014/08/01	Scaffold	JGI	SAMN02744065
Malassezia globosa CBS 7966	425265	PRJNA18719	18719	Fungi	Basidiomycetes	8.95812	52.1	GCA_000181695.1	-	-	-	AAYY01	67	4286	4286	2007/11/02	2014/08/06	Contig	The Procter & Gamble Company	SAMN02953680
Malassezia restricta CBS 7877	425264	PRJNA18721	18721	Fungi	Basidiomycetes	4.62844	55.3	GCA_000169275.1	-	-	-	AAXK01	3812	-	-	2007/11/02	2014/08/06	Scaffold	The Procter & Gamble Company	SAMN02953678
Pyrenophora tritici-repentis Pt-1C-BFP	426418	PRJNA18815	18815	Fungi	Ascomycetes	37.9975	50.8	GCA_000149985.1	-	-	-	AAXI01	48	12299	12169	2007/04/10	2014/08/06	Scaffold	Broad Institute	SAMN02953676
Fusarium oxysporum Fo5176	660025	PRJNA68027	68027	Fungi	Ascomycetes	54.7676	47.8	GCA_000222805.1	-	-	-	AFQF01	-	17817	17817	2011/08/05	2014/08/11	Contig	CSIRO	SAMN02981338
Anolis carolinensis	28377	PRJNA18787	18787	Animals	Reptiles	1799.14	40.8238	GCA_000090745.2	13	1	-	AAWZ02	6646	21624	32243	2007/02/15	2014/08/11	Chromosome	Broad Institute	SAMN02981230
Monosiga brevicollis MX1	431895	PRJNA19045	19045	Protists	Other Protists	41.7099	54.3258	GCA_000002865.1	-	1	-	ABFJ01	219	9233	9203	2007/11/20	2014/08/06	Scaffold	DOE Joint Genome Institute	SAMN02953695
Leishmania braziliensis MHOM/BR/75/M2904	420245	PRJEA18663	18663	Protists	Kinetoplasts	32.0688	57.7282	GCA_000002845.2	34	-	-	CADA01	138	8460	8160	2007/04/04	2015/03/21	Chromosome	The Sanger Institute	SAMEA2272271
Leishmania braziliensis MHOM/BR/75/M2903	1295825	PRJNA165955	165955	Protists	Kinetoplasts	35.2112	57	GCA_000340355.1	-	-	-	AOSE01	747	-	-	2013/02/12	2014/08/06	Scaffold	Kinetoplastid Genomes Consortium	SAMN02953835
Vanderwaltozyma polyspora DSM 70294	436907	PRJNA19237	19237	Fungi	Ascomycetes	14.6746	33	GCA_000150035.1	-	-	-	AAZN01	281	5762	5367	2007/04/25	2014/08/06	Scaffold	Trinity College Dublin, Ireland	SAMN02953681
Talaromyces stipitatus ATCC 10500	441959	PRJNA19557	19557	Fungi	Ascomycetes	35.6854	46.1	GCA_000003125.1	-	-	-	ABAS01	820	12566	13252	2007/05/16	2015/02/24	Scaffold	J. Craig Venter Institute	SAMN02953686
Talaromyces marneffei ATCC 18224	441960	PRJNA19555	19555	Fungi	Ascomycetes	28.6439	46.7	GCA_000001985.1	-	-	-	ABAR01	452	10129	10638	2007/05/16	2015/02/24	Scaffold	J. Craig Venter Institute	SAMN02953685
Talaromyces marneffei PM1	1077442	PRJNA72349	72349	Fungi	Ascomycetes	28.8875	46.8	GCA_000227055.2	-	-	-	AGCC01	2780	-	-	2011/09/30	2014/08/11	Contig	Department of Microbiology, The University of Hong Kong	SAMN02981368
Postia placenta Mad-698-R	561896	PRJNA19789	19789	Fungi	Basidiomycetes	90.8919	52.7	GCA_000006255.1	-	-	-	ABWF01	1242	9087	9083	2009/01/13	2014/08/04	Scaffold	DOE Joint Genome Institute	SAMN00113321
Trichoderma virens Gv29-8	413071	PRJNA19983	19983	Fungi	Ascomycetes	39.0227	49.2	GCA_000170995.2	-	-	-	ABDF02	93	12405	12406	2007/07/17	2014/08/01	Scaffold	DOE Joint Genome Institute	SAMN02744059
Trichoderma atroviride IMI 206040	452589	PRJNA19867	19867	Fungi	Ascomycetes	36.1437	49.7	GCA_000171015.2	-	-	-	ABDG02	29	11810	11816	2007/07/17	2014/08/01	Contig	DOE Joint Genome Institute	SAMN02744066
Lutzomyia longipalpis	7200	PRJNA20279	20279	Animals	Insects	154.229	35.9	GCA_000265325.1	-	-	-	AJWK01	11532	-	-	2012/06/07	2013/11/01	Scaffold	Baylor College of Medicine	SAMN00008955
Nasonia giraulti	7426	PRJNA20223	20223	Animals	Insects	283.607	44.3	GCA_000004775.1	-	-	-	ADAO01	4912	-	-	2009/11/10	2013/11/01	Scaffold	Baylor College of Medicine	SAMN00003081
Nasonia longicornis	7427	PRJNA20225	20225	Animals	Insects	285.726	44.1	GCA_000004795.1	-	-	-	ADAP01	5214	-	-	2009/11/11	2013/11/01	Scaffold	Baylor College of Medicine	SAMN00003080
Tarsius syrichta	9478	PRJNA20339	20339	Animals	Mammals	3453.86	41	GCA_000164805.2	-	1	-	ABRT02	337189	25958	27023	2013/09/10	2014/08/04	Scaffold	Washington University (WashU)	SAMN02445010
Ochotona princeps	9978	PRJNA74593	74593	Animals	Mammals	2229.84	44	GCA_000292845.1	-	1	-	ALIT01	10421	21374	25691	2012/08/13	2013/11/01	Scaffold	Broad Institute	SAMN00767999
Ochotona princeps	9978	PRJNA19235	19235	Animals	Mammals	3445.78	46.4	GCA_000164825.1	-	-	-	AAYZ01	187558	-	-	2007/07/25	2014/08/21	Scaffold	Broad Institute	SAMN03000703
Macaca fascicularis	9541	PRJNA20409	20409	Animals	Mammals	2946.84	41.3398	GCA_000364345.1	21	1	-	AQIA01	7625	33107	62703	2013/05/20	2013/06/12	Chromosome	Washington University (WashU)	SAMN00811240
Macaca fascicularis	9541	PRJEA48347	48347	Animals	Mammals	2878.47	41.2655	GCA_000222185.1	21	-	-	CAEC01	21	-	-	2011/07/21	2011/07/21	Chromosome	F. Hoffmann-La Roche Ltd	SAMEA2272428
Macaca fascicularis	9541	PRJNA51411	51411	Animals	Mammals	3126.56	42.0609	GCA_000230815.1	21	-	-	AEHL01	45468	21132	17456	2011/10/17	2013/11/01	Chromosome	Beijing Genomics Institute	SAMN00116341
Strigamia maritima	126957	PRJNA20501	20501	Animals	Other Animals	176.211	35.8	GCA_000239455.1	-	-	-	AFFK01	14739	-	-	2011/12/22	2013/11/01	Scaffold	Baylor College of Medicine	SAMN00009008
Bubalus bubalis	89462	PRJNA207334	207334	Animals	Mammals	2836.17	42.2	GCA_000471725.1	-	1	-	AWWX01	366983	28453	41499	2013/09/27	2013/09/30	Scaffold	University of Maryland	SAMN02191888
Bubalus bubalis	89462	PRJNA40113	40113	Animals	Mammals	654.914	-	GCA_000180995.2	-	-	-	ACZF02	-	-	-	2012/03/30	2014/09/29	Contig	Anand Agricultural University, Anand, Gujarat, India	SAMN00004269
Arthroderma otae CBS 113480	554155	PRJNA30939	30939	Fungi	Ascomycetes	23.2631	47.5	GCA_000151145.1	-	-	-	ABVF01	17	8847	8765	2008/10/15	2014/08/06	Scaffold	Broad Institute	SAMN02953735
Trichophyton equinum CBS 127.97	559882	PRJNA20577	20577	Fungi	Ascomycetes	24.1582	47.3	GCA_000151175.1	-	-	-	ABWI01	125	8785	8676	2008/10/15	2014/08/06	Scaffold	Broad Institute	SAMN02953737
Trichophyton tonsurans CBS 112818	647933	PRJNA38223	38223	Fungi	Ascomycetes	22.9886	48.1	GCA_000151455.1	-	-	-	ACPI01	111	8625	8521	2009/08/07	2014/08/06	Scaffold	Broad Institute	SAMN02953761
Trichophyton rubrum CBS 118892	559305	PRJNA38221	38221	Fungi	Ascomycetes	22.53	48.3	GCA_000151425.1	-	-	-	ACPH01	36	8804	8706	2009/09/16	2014/08/26	Scaffold	Broad Institute	SAMN02953760
Microsporum gypseum CBS 118893	535722	PRJNA20599	20599	Fungi	Ascomycetes	23.2682	48.5	GCA_000150975.1	-	-	-	ABQE01	19	9015	8907	2008/07/25	2015/07/16	Scaffold	Broad Institute	SAMN02953728
Enterocytozoon bieneusi H348	481877	PRJNA21011	21011	Fungi	Other Fungi	3.86074	33.7	GCA_000209485.1	-	-	-	ABGB01	1733	3731	3632	2007/12/05	2014/08/04	Scaffold	Tufts Cummings School of Veterinary Medicine	SAMN00017218
Ascogregarina taiwanensis	158379	PRJNA27765	27765	Protists	Apicomplexans	6.14941	49.7	GCA_000172235.1	-	-	-	ABJQ01	5379	-	-	2010/01/28	2014/08/06	Contig	University of Minnesota	SAMN02953717
Bigelowiella natans CCMP2755	753081	PRJNA47111	47111	Other	Other	91.4059	44.9	GCA_000320545.1	-	-	-	ADNK01	3736	-	-	2012/11/02	2014/08/04	Contig	DOE Joint Genome Institute	SAMN00765207
Blumeria graminis f. sp. hordei DH14	546991	PRJNA28821	28821	Fungi	Ascomycetes	118.726	45.4	GCA_000151065.3	-	-	-	CAUH01	6843	7061	6495	2013/04/18	2015/01/30	Scaffold	Blumeria Genome Sequencing Consortium	SAMEA3138301
Blumeria graminis f. sp. tritici JIW2	1306134	PRJNA193393	193393	Fungi	Ascomycetes	65.2373	42.9	GCA_000417025.1	-	-	-	ASJL01	84806	-	-	2013/07/01	2014/08/11	Scaffold	University of Zurich	SAMN02981533
Blumeria graminis f. sp. tritici 94202	1306135	PRJNA193396	193396	Fungi	Ascomycetes	71.2844	43.3	GCA_000417865.1	-	-	-	ASJK01	91192	-	-	2013/07/01	2014/08/11	Scaffold	University of Zurich	SAMN02981532
Blumeria graminis f. sp. tritici 96224	1268274	PRJNA183607	183607	Fungi	Ascomycetes	158.945	46.3	GCA_000418435.1	-	-	-	ANZE01	1867	6538	6525	2013/07/08	2014/08/11	Scaffold	University of Zurich	SAMN02981491
Blumeria graminis f. sp. tritici Bgt#70	1307830	PRJNA193611	193611	Fungi	Ascomycetes	76.5216	43.7	GCA_000441875.1	-	-	-	ASJN01	90458	-	-	2013/07/02	2014/08/11	Scaffold	University of Zurich	SAMN02981534
Blumeria graminis f. sp. hordei K1	1283759	PRJNA186718	186718	Fungi	Ascomycetes	53.786	-	GCA_000401615.1	-	-	-	AOIY01	-	-	-	2013/05/24	2014/08/11	Contig	Max Planck Institute for Plant Breeding Research	SAMN02981504
Blumeria graminis f. sp. hordei A6	1283758	PRJNA186717	186717	Fungi	Ascomycetes	47.465	-	GCA_000401675.1	-	-	-	AOLT01	-	-	-	2013/05/24	2014/08/04	Contig	Max Planck Institute for Plant Breeding Research	SAMN01888387
Cryptosporidium muris RN66	441375	PRJNA19553	19553	Protists	Apicomplexans	9.24525	28.5	GCA_000006515.1	-	-	-	AAZY02	84	3981	3934	2007/05/09	2014/08/06	Scaffold	TIGR	SAMN02953683
Heterodera glycines	51029	PRJNA28939	28939	Animals	Roundworms	81.908	37.5	GCA_000150805.1	-	-	-	ABLA01	34708	-	-	2008/03/20	2014/08/06	Scaffold	Monsanto	SAMN02953723
Moniliophthora perniciosa FA553	554373	PRJNA28951	28951	Fungi	Basidiomycetes	26.6633	47.7	GCA_000183025.1	-	-	-	ABRE01	25056	13973	13560	2008/12/02	2015/11/09	Contig	Universidade Estadual de Campinas (UNICAMP), Brazil	SAMN02953729
Agaricus bisporus var. bisporus H97	936046	PRJNA61005	61005	Fungi	Basidiomycetes	30.2337	46.5	GCA_000300575.1	-	-	-	AEOK01	29	10606	10448	2012/10/01	2014/08/01	Scaffold	JGI	SAMN02744070
Agaricus bisporus var. burnettii JB137-S8	597362	PRJNA61007	61007	Fungi	Basidiomycetes	32.6144	46.7	GCA_000300555.1	-	-	-	AEOL01	2016	11455	11278	2012/10/01	2014/08/04	Scaffold	JGI	SAMN00188834
Alternaria brassicicola ATCC 96836	622360	PRJNA34523	34523	Fungi	Ascomycetes	29.5365	50.7	GCA_000174375.1	-	-	-	ACIW01	3280	-	-	2009/03/10	2014/08/06	Contig	Washington University Genome Center (WUGC)	SAMN02953751
Diaphorina citri	121845	PRJNA29447	29447	Animals	Insects	485.705	38.5	GCA_000475195.1	-	-	-	AWGM01	161988	22015	20996	2013/09/29	2013/10/22	Scaffold	International Psyllid Genome Consortium	SAMN00100712
Arthroderma benhamiae CBS 112371	663331	PRJNA30573	30573	Fungi	Ascomycetes	22.2242	48.7	GCA_000151125.2	-	-	-	ABSU01	68	8041	7980	2010/03/17	2014/08/06	Contig	Arthroderma Genome Sequencing Consortium	SAMN02953733
Beauveria bassiana ARSEF 2860	655819	PRJNA38719	38719	Fungi	Ascomycetes	33.6978	51.5	GCA_000280675.1	-	-	-	ADAH01	237	10364	10364	2012/07/18	2014/08/11	Scaffold	Zhejiang University, China	SAMN02981247
Jatropha curcas	180498	PRJDA52543	52543	Plants	Land Plants	297.661	33.8	GCA_000208675.2	-	-	-	BABX02	39277	-	-	2011/01/07	2015/10/21	Scaffold	Kazusa DNA Research Institute	SAMD00004075
Serpula lacrymans var. lacrymans S7.9	578457	PRJNA32885	32885	Fungi	Basidiomycetes	42.7972	45.3	GCA_000218685.1	-	-	-	AEQB01	46	12923	12925	2011/06/16	2014/08/01	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02744068
Serpula lacrymans var. lacrymans S7.3	936435	PRJNA61241	61241	Fungi	Basidiomycetes	46.9938	45.8	GCA_000218725.1	-	-	-	AEQC01	2120	14481	14481	2011/06/16	2014/08/01	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02746105
Nosema ceranae BRL01	578460	PRJNA32971	32971	Fungi	Other Fungi	7.86022	25.3	GCA_000182985.1	-	-	-	ACOL01	5465	2376	2060	2009/06/09	2014/08/04	Contig	USDA-ARS Bee Research Laboratory	SAMN00002233
Varroa destructor	109461	PRJNA33465	33465	Animals	Other Animals	294.134	-	GCA_000181155.1	-	-	-	ADDG01	-	-	-	2010/01/11	2014/08/04	Contig	Varroa Genome Sequencing Consortium	SAMN00002454
Candida tenuis ATCC 10573	590646	PRJNA33673	33673	Fungi	Ascomycetes	10.747	43	GCA_000223465.1	-	-	-	AEIM01	25	5547	6985	2011/08/16	2014/08/04	Scaffold	DOE Joint Genome Institute	SAMN00715317
Puccinia triticina 1-1 BBBD Race 1	630390	PRJNA36323	36323	Fungi	Basidiomycetes	162.949	47	GCA_000151525.1	-	-	-	ADAS01	24423	-	-	2009/11/18	2014/08/11	Scaffold	Broad Institute	SAMN02981248
Cucumis sativus	3659	PRJNA40333	40333	Plants	Land Plants	323.986	39.5	GCA_000224045.1	-	-	-	ACYN01	13113	-	-	2011/08/18	2014/08/11	Scaffold	Polish Consortium of Cucumber Genome Sequencing	SAMN02981244
Colletotrichum graminicola M1.001	645133	PRJNA37879	37879	Fungi	Ascomycetes	51.6443	49.0853	GCA_000149035.1	-	1	-	ACOD01	654	12387	12020	2009/08/05	2014/08/06	Scaffold	Broad Institute	SAMN02953757
Gorilla gorilla gorilla	9595	PRJEA31265	31265	Animals	Mammals	3035.66	41.1641	GCA_000151905.1	24	1	-	CABD02	57197	31329	33704	2008/10/19	2012/12/06	Chromosome	Wellcome Trust Sanger Institute	-
Gorilla gorilla	9593	PRJNA18247	18247	Animals	Mammals	3.0229	41	GCA_000167515.2	-	-	-	AAGL01	4856	-	-	2006/11/09	2014/08/11	Contig	Institute of Molecular Biotechnology, Genome Analysis, Germany, Jena	SAMN02981220
Amaranthus tuberculatus	277990	PRJNA38543	38543	Plants	Land Plants	4.34798	-	GCA_000180655.1	-	-	-	ACQK01	-	-	-	2009/06/22	2013/11/01	Contig	University of Illinois	SAMN00008865
Tuber melanosporum	39416	PRJEA38847	38847	Fungi	Ascomycetes	124.946	44.9	GCA_000151645.1	-	-	-	CABJ01	398	7496	7496	2010/04/27	2010/05/20	Scaffold	The French-Italian Tuber Genome Consortium	SAMEA2272024
Phanerochaete carnosa HHB-10118-sp	650164	PRJNA38425	38425	Fungi	Basidiomycetes	46.2933	52.9	GCA_000300595.1	-	-	-	AEHB01	1137	14087	13925	2012/10/01	2014/08/11	Scaffold	DOE Joint Genome Institute	SAMN02981278
Gaeumannomyces graminis var. tritici R3-111a-1	644352	PRJNA37931	37931	Fungi	Ascomycetes	43.7687	56.3	GCA_000145635.1	-	-	-	ADBI01	517	14743	14650	2010/07/14	2014/09/16	Scaffold	Broad Institute	SAMN02981249
Magnaporthiopsis poae ATCC 64411	644358	PRJNA37933	37933	Fungi	Ascomycetes	39.6418	55.9	GCA_000193285.1	-	-	-	ADBL01	206	12363	12329	2011/03/18	2015/06/17	Scaffold	Broad Institute	SAMN02981251
Hamiltosporidium tvaerminnensis OER-3-3	657448	PRJNA39213	39213	Fungi	Other Fungi	13.2708	-	GCA_000180835.1	-	-	-	ACSZ01	-	-	-	2009/09/30	2014/08/06	Contig	University of British Columbia	SAMN02953763
Sordaria macrospora	5147	PRJNA39253	39253	Fungi	Ascomycetes	39.955	52.6	GCA_000182805.1	-	-	-	CABT01	4783	11279	10827	2009/12/10	2012/05/31	Contig	Ruhr University Bochum, Department of General and Molecular Botany	-
Pseudogymnoascus destructans 20631-21	658429	PRJNA39257	39257	Fungi	Ascomycetes	30.6849	49.9776	GCA_000184105.1	-	1	-	AEFC01	1847	9224	9153	2010/12/02	2014/08/11	Scaffold	Broad Institute	SAMN02981273
Schizosaccharomyces cryophilus OY26	653667	PRJNA38373	38373	Fungi	Ascomycetes	11.5548	37.7	GCA_000004155.2	-	-	-	ACQJ02	30	5468	5180	2009/11/13	2014/08/06	Scaffold	Broad Institute	SAMN02953762
Trichophyton verrucosum HKI 0517	663202	PRJNA39693	39693	Fungi	Ascomycetes	22.541	48.2	GCA_000151505.1	-	-	-	ACYE01	523	8086	8028	2010/03/17	2014/08/06	Scaffold	Arthroderma Genome Sequencing Consortium	SAMN02953766
Micromonas pusilla CCMP1545	564608	PRJNA15678	15678	Plants	Green Algae	22.0001	65.6588	GCA_000151265.1	-	1	-	ACCP01	22	10288	10269	2009/04/07	2014/08/06	Scaffold	Micromonas Genome Consortium	SAMN02953743
Grosmannia clavigera kw1407	655863	PRJNA39837	39837	Fungi	Ascomycetes	29.794	53.3	GCA_000143105.2	-	-	-	ACXQ02	289	8312	8312	2009/09/04	2014/08/06	Scaffold	The Tria Project	SAMN02953765
Grosmannia clavigera kw1407	655863	PRJNA39837	39837	Fungi	Ascomycetes	29.5217	53.3	GCA_000143125.1	-	-	-	ACYC01	1443	-	-	2009/09/04	2014/08/06	Scaffold	The Tria Project	SAMN02953765
Metarhizium acridum CQMa 102	655827	PRJNA38715	38715	Fungi	Ascomycetes	39.4223	49.8	GCA_000187405.1	-	-	-	ADNI01	241	9974	9849	2011/01/31	2014/08/11	Scaffold	Metarhizium genome sequencing Consortium	SAMN02981259
Zygosaccharomyces bailii CLIB 213	1333698	PRJEB1908	211734	Fungi	Ascomycetes	10.2688	42.5	GCA_000442885.1	-	-	-	-	27	5240	4723	-	-	Scaffold	INRAMONTPELLIER	SAMEA2272794
Puccinia striiformis f. sp. tritici CY32	1240226	PRJNA176877	176877	Fungi	Basidiomycetes	130.485	45.2	GCA_000474995.1	-	-	-	ANHQ01	4279	-	-	2013/09/30	2014/08/11	Scaffold	BGI	SAMN02981480
Puccinia striiformis f. sp. tritici PST-130	875184	PRJNA51241	51241	Fungi	Basidiomycetes	64.7866	-	GCA_000223505.1	-	-	-	AEEW01	-	-	-	2011/08/16	2014/08/04	Contig	Plant Sciences Dept, UC Davis	SAMN00025370
Puccinia striiformis f. sp. tritici PST43	1262393	PRJNA181957	181957	Fungi	Basidiomycetes	70.6739	-	GCA_000342525.1	-	-	-	AORQ01	-	-	-	2013/03/01	2013/04/25	Contig	UC Davis	SAMN01818050
Puccinia striiformis f. sp. tritici PST21	1262394	PRJNA181959	181959	Fungi	Basidiomycetes	73.0475	-	GCA_000342545.1	-	-	-	AORR01	-	-	-	2013/03/01	2013/04/25	Contig	UC Davis	SAMN01818051
Puccinia striiformis f. sp. tritici 08/21	1262395	PRJNA181960	181960	Fungi	Basidiomycetes	56.2671	-	GCA_000342565.1	-	-	-	AORS01	-	-	-	2013/03/01	2013/04/25	Contig	UC Davis	SAMN01818052
Puccinia striiformis f. sp. tritici 87/7	1262396	PRJNA181962	181962	Fungi	Basidiomycetes	53.3988	-	GCA_000342625.1	-	-	-	AORT01	-	-	-	2013/03/01	2013/04/25	Contig	UC Davis	SAMN01818053
Epichloe festucae Fl1	877507	PRJNA51625	51625	Fungi	Ascomycetes	35.105	44.1	GCA_000226195.1	-	-	-	AFRX01	799	-	-	2011/09/19	2014/08/11	Scaffold	University of Kentucky	SAMN02981348
Epichloe festucae E2368	696363	PRJNA42133	42133	Fungi	Ascomycetes	35.0416	44.3	GCA_000151575.2	-	-	-	ADFL02	1398	-	-	2010/01/05	2014/08/11	Scaffold	University of Kentucky	SAMN02981256
Mchenga conophoros	35575	PRJNA29477	29477	Animals	Fishes	73.4256	41.8	GCA_000150855.1	-	-	-	ABPJ01	61923	-	-	2008/06/20	2014/08/04	Scaffold	Cichlid Genome Consortium	SAMN02743801
Bipolaris maydis C5	701091	PRJNA42739	42739	Fungi	Ascomycetes	36.4567	49.8	GCA_000338975.1	-	-	-	AIDY01	68	13456	13316	2013/02/08	2014/08/04	Scaffold	JGI	SAMN00006316
Bipolaris maydis ATCC 48331	665024	PRJNA83117	83117	Fungi	Ascomycetes	32.9292	50.7	GCA_000354255.1	-	-	-	AIHU01	207	12809	12705	2013/04/06	2014/08/01	Scaffold	JGI	SAMN00113370
Encephalitozoon intestinalis ATCC 50506	876142	PRJNA51607	51607	Fungi	Other Fungi	2.2169	41.5182	GCA_000146465.1	11	-	-	-	11	2011	1939	2010/08/16	2014/12/22	Chromosome	NCBI	SAMN03081424
Dictyostelium fasciculatum	261658	PRJNA40189	40189	Protists	Other Protists	31.0192	33.8	GCA_000203815.1	-	-	-	ADHC01	25	12363	12165	2011/04/07	2014/08/06	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute	SAMN02953769
Polysphondylium pallidum PN500	670386	PRJNA40191	40191	Protists	Other Protists	32.9702	32.0981	GCA_000004825.1	-	-	1	ADBJ01	43	12621	12367	2010/01/29	2010/05/03	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute	SAMN02953767
Wuchereria bancrofti	6293	PRJNA37759	37759	Animals	Roundworms	81.5092	29.7	GCA_000180755.1	-	-	-	ADBV01	25884	19401	19323	-	-	Scaffold	Broad Institute	SAMN02953768
Mayetiola destructor	39758	PRJNA45867	45867	Animals	Insects	185.828	35.9	GCA_000149185.1	-	-	-	AEGA01	24475	-	-	-	-	Scaffold	Baylor College of Medicine	SAMN02953781
Hyaloperonospora arabidopsidis Emoy2	559515	PRJNA30969	30969	Protists	Other Protists	78.3805	47.4	GCA_000173235.2	-	-	-	ABWE02	3108	-	-	2008/09/12	2014/08/06	Scaffold	Washington University Genome Sequencing Center	SAMN02953736
Labeotropheus fuelleborni	57307	PRJNA29479	29479	Animals	Fishes	70.8584	42.1	GCA_000150875.1	-	-	-	ABPK01	58245	-	-	2008/06/20	2014/08/01	Scaffold	Cichlid Genome Consortium	SAMN02743802
Melanochromis auratus	27751	PRJNA29481	29481	Animals	Fishes	68.2386	41.5	GCA_000150895.1	-	-	-	ABPL01	63297	-	-	2008/06/20	2014/08/01	Scaffold	Cichlid Genome Consortium	SAMN02743803
Maylandia zebra	106582	PRJNA29483	29483	Animals	Fishes	79.1683	42.4	GCA_000150915.1	-	-	-	ABPM01	65094	-	-	2008/06/21	2014/08/01	Scaffold	Cichlid Genome Consortium	SAMN02743804
Rhamphochromis esox	163638	PRJNA29485	29485	Animals	Fishes	71.2951	42.3	GCA_000150935.1	-	-	-	ABPN01	55751	-	-	2008/06/23	2014/08/01	Scaffold	Cichlid Genome Consortium	SAMN02743805
Nothobranchius furzeri	105023	PRJNA29535	29535	Animals	Fishes	5.31692	44.9	GCA_000182035.1	-	-	-	ABLO01	5299	-	-	2009/03/17	2015/12/16	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute (FLI)	SAMN00000222
Nothobranchius furzeri	105023	PRJNA33315	33315	Animals	Fishes	5.25286	44.3	GCA_000182215.1	-	-	-	ACCZ01	5617	-	-	2009/03/17	2014/08/11	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute, Jena, Germany	SAMN02981240
Nothobranchius kuhntae	321403	PRJNA33401	33401	Animals	Fishes	5.23461	44.8	GCA_000173855.1	-	-	-	ACDA01	5934	-	-	2009/03/17	2014/08/11	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute, Jena, Germany	SAMN02981241
