#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Blattabacterium sp. (Blaberus giganteus) BGIGA	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pBGIBA	NC_017925.1	CP003536	3.423	30.8793	5	-	-	-	5	-
Blattabacterium sp. (Blatta orientalis) str. Tarazona	Bacteria	FCB group	Bacteroidetes/Chlorobi group	unnamed	NC_020196.1	CP003606	3.735	30.6292	6	-	-	-	6	-
Blattabacterium sp. (Blattella germanica) str. Bge	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pBge	NC_015679.1	CP002849	4.085	29.8164	6	-	-	-	6	-
Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pCpu	NC_016598.1	CP003016	3.816	30.4507	6	-	-	-	6	-
Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pMADAR_001	NC_016150.1	CP003095	3.088	31.8977	5	-	-	-	5	-
Blattabacterium sp. (Nauphoeta cinerea)	Bacteria	FCB group	Bacteroidetes/Chlorobi group	unnamed	NC_022551.1	CP005489	3.674	20.6042	6	-	-	-	7	1
Blattabacterium sp. (Periplaneta americana) str. BPLAN	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pBPLAN	NC_013419.1	CP001430	3.448	28.4513	6	-	-	-	6	-
Blumeria graminis f. sp. hordei	Eukaryota	Fungi	Ascomycetes	pBgh	NC_004935.1	AY189817	7.965	28.7131	2	-	-	-	-	-
Bordetella bronchiseptica S87	Bacteria	Proteobacteria	Betaproteobacteria	pBBR1	NC_025015.1	X66730	2.687	64.6446	2	-	-	-	2	-
Bordetella parapertussis Bpp5	Bacteria	Proteobacteria	Betaproteobacteria	BPP5P1	NC_018830.1	HE965804	12.195	59.7294	15	-	-	-	15	-
Bordetella pertussis BP136	Bacteria	Proteobacteria	Betaproteobacteria	pBP136	NC_008459.1	AB237782	41.268	65.0674	46	-	-	-	46	-
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp54	NC_011786.1	CP001247	60.749	26.9519	72	-	-	-	72	-
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp28-1	NC_011787.1	CP001238	28.763	31.9021	33	-	-	-	33	-
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp28-7	NC_011794.1	CP001242	33.405	31.0043	36	-	-	-	37	1
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp38	NC_011792.1	CP001246	33.534	23.3017	28	-	-	-	30	2
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp32-10	NC_011790.1	CP001245	31.266	25.6381	25	-	-	-	33	8
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp17	NC_011789.1	CP001239	26.02	23.6741	24	-	-	-	27	3
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	cp26	NC_011650.1	CP001250	26.535	25.8338	26	-	-	-	26	-
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	cp32-3	NC_011651.1	CP001237	31.017	28.9357	42	-	-	-	42	-
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp28-4	NC_011791.1	CP001249	30.27	24.2022	20	-	-	-	24	4
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	cp32-1	NC_011647.1	CP001243	31.475	29.2264	43	-	-	-	43	-
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	cp32-5	NC_011648.1	CP001248	31.157	29.0946	43	-	-	-	43	-
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp28-3	NC_011793.1	CP001241	23.261	24.3068	17	-	-	-	17	-
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	cp32-4	NC_011649.1	CP001240	30.81	28.8413	41	-	-	-	41	-
Borrelia afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp28-2	NC_011788.1	CP001244	32.041	26.7907	20	-	-	-	31	11
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-2	NZ_CP009063.1	CP009063	28.738	24.4102	19	-	-	-	27	8
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	cp32-9	NZ_CP009068.1	CP009068	31.266	28.7053	42	-	-	-	42	-
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp17	NZ_CP009061.1	CP009061	25.221	24.1426	17	-	-	-	21	4
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-4	NZ_CP009065.1	CP009065	25.184	24.0669	13	-	-	-	16	3
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-8.rev8	NZ_CP009066.1	CP009066	28.638	30.7598	23	-	-	-	27	4
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-3	NZ_CP009064.1	CP009064	24.282	24.4296	18	-	-	-	19	1
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp38	NZ_CP009067.1	CP009067	36.114	23.5338	29	-	-	-	32	3
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	cp32-5	NZ_CP009071.1	CP009071	30.397	29.2364	42	-	-	-	42	-
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	cp32-4	NZ_CP009069.1	CP009069	30.468	29.1158	40	-	-	-	41	1
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-1	NZ_CP009062.1	CP009062	28.272	31.9008	30	-	-	-	30	-
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	cp26	NZ_CP009060.1	CP009060	26.571	25.8703	26	-	-	-	26	-
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	cp32-3	NZ_CP009070.1	CP009070	30.797	29.1879	42	-	-	-	42	-
Borrelia afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp54	NZ_CP009059.1	CP009059	57.181	27.0125	68	-	-	-	68	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28-7	NC_017235.1	CP002946	27.239	30.8859	27	-	-	-	29	2
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-3	NC_017226.1	CP002938	31.118	29.311	42	-	-	-	42	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-11	NC_017224.1	CP002935	30.718	28.8463	40	-	-	-	42	2
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp38	NC_017237.1	CP002949	33.903	23.5407	29	-	-	-	29	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp32-10	NC_017240.1	CP002948	30.18	24.7846	31	-	-	-	36	5
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28-2	NC_017239.1	CP002943	26.626	24.2357	18	-	-	-	25	7
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28-8	NC_017236.1	CP002947	20.715	29.6404	19	-	-	-	19	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp54	NC_017241.1	CP002950	57.919	27.0222	69	-	-	-	69	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-5	NC_017227.1	CP002939	30.949	29.177	42	-	-	-	42	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-1	NC_017230.1	CP002937	30	29.19	41	-	-	-	41	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28-3	NC_017233.1	CP002944	22.901	24.357	20	-	-	-	20	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp26	NC_017229.1	CP002934	26.539	25.8751	26	-	-	-	26	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp17	NC_017232.1	CP002942	24.675	24.0122	23	-	-	-	23	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28-4	NC_017234.1	CP002945	22.449	23.3552	13	-	-	-	13	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-12	NC_017225.1	CP002936	30.065	29.1568	41	-	-	-	41	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-7	NC_017231.1	CP002940	25.262	28.4736	31	-	-	-	34	3
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-9	NC_017228.1	CP002941	29.421	29.1798	38	-	-	-	40	2
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp34	NC_008566.1	CP000398	34.273	23.555	29	-	-	-	30	1
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp25	NC_008569.1	CP000403	24.794	31.3665	22	-	-	-	26	4
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28	NC_008568.1	CP000401	28.533	25.1008	26	-	-	-	27	1
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp30	NC_008273.1	CP000400	30.017	29.2168	34	-	-	-	41	7
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp32	NC_008567.1	CP000399	32.368	24.6725	35	-	-	-	38	3
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp27	NC_008274.1	CP000402	26.533	25.8885	26	-	-	-	26	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp60	NC_008564.1	CP000396	59.958	26.8972	71	-	-	-	71	-
Borrelia afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp60-2	NC_008565.1	CP000397	59.804	24.3796	42	-	-	-	50	8
Borrelia afzelii Tom3107	Bacteria	Spirochaetes	Spirochaetia	cp26	NZ_CP009213.1	CP009213	26.561	25.9139	26	-	-	-	26	-
Borrelia afzelii Tom3107	Bacteria	Spirochaetes	Spirochaetia	lp54	NZ_CP009214.1	CP009214	55.23	27.0397	67	-	-	-	67	-
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_lp28-6	NC_012233.1	CP001531	29.233	31.8065	32	-	-	-	32	-
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_cp32-5	NC_012262.1	CP001536	17.07	27.1295	21	-	-	-	24	3
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_cp32-8	NC_012251.1	CP001525	30.858	29.2274	42	-	-	-	42	-
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_lp38	NC_012232.1	CP001539	27.759	25.4404	17	-	-	-	20	3
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_lp28-4	NC_012240.1	CP001541	29.802	24.6024	22	-	-	-	27	5
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_lp36	NC_012245.1	CP001537	27.241	25.4286	28	-	-	-	32	4
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_cp32-10	NC_012257.1	CP001534	30.341	29.3431	39	-	-	-	42	3
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_cp32-6	NC_012266.1	CP001528	30.611	29.3881	42	-	-	-	43	1
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_cp32-7-9	NC_012253.1	CP001526	60.942	28.9406	83	-	-	-	85	2
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_lp54	NC_012241.1	CP001542	54.027	28.1526	65	-	-	-	66	1
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_cp9	NC_012256.1	CP001533	8.692	24.1026	8	-	-	-	9	1
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_lp32-3	NC_012229.1	CP001530	17.205	30.0436	14	-	-	-	23	9
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_lp28-3	NC_012236.1	CP001540	28.746	25.1165	25	-	-	-	25	-
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_cp32-13	NC_012264.1	CP001543	30.117	29.2227	41	-	-	-	41	-
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_cp26	NC_012261.1	CP001535	26.526	26.3138	26	-	-	-	26	-
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_cp32-4	NC_012268.1	CP001538	30.171	28.9881	41	-	-	-	42	1
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_lp25	NC_012238.1	CP001532	24.765	25.4512	16	-	-	-	18	2
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_lp17	NC_012243.1	CP001527	18.209	23.7575	16	-	-	-	17	1
Borrelia burgdorferi 118a	Bacteria	Spirochaetes	Spirochaetia	118a_lp28-5	NC_012248.1	CP001529	27.336	25.3475	20	-	-	-	20	-
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_lp28-4	NC_011862.1	CP001272	29.501	24.5517	23	-	-	-	28	5
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_cp32-4	NC_011849.1	CP001263	30.3	29.2508	41	-	-	-	42	1
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_lp17	NC_011865.1	CP001258	17.849	23.9565	13	-	-	-	15	2
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_cp32-12	NC_011841.1	CP001266	30.652	29.538	38	-	-	-	42	4
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_cp32-7	NC_011845.1	CP001268	21.329	28.848	27	-	-	-	30	3
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_lp38	NC_011868.1	CP001267	30.302	25.2558	21	-	-	-	26	5
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_lp28-6	NC_011872.1	CP001262	26.705	32.376	30	-	-	-	31	1
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_lp28-3	NC_011874.1	CP001256	28.77	25.0434	24	-	-	-	26	2
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_cp32-11	NC_011850.1	CP001270	30.439	29.0318	41	-	-	-	42	1
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_lp28-1	NC_011864.1	CP001273	24.159	33.1802	16	-	-	-	18	2
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_lp54	NC_011876.1	CP001257	53.885	28.1414	64	-	-	-	65	1
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_lp25	NC_011863.1	CP001265	24.91	25.4155	14	-	-	-	17	3
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_lp28-5	NC_011866.1	CP001274	27.342	25.342	20	-	-	-	20	-
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_cp32-8	NC_011847.1	CP001269	30.946	29.0377	42	-	-	-	42	-
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_cp26	NC_011853.1	CP001271	26.522	26.2386	27	-	-	-	27	-
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_cp32-3	NC_011851.1	CP001264	30.28	28.821	42	-	-	-	42	-
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_cp32-6	NC_011843.1	CP001259	30.293	29.142	41	-	-	-	41	-
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_cp32-1	NC_011846.1	CP001261	14.883	26.5739	17	-	-	-	17	-
Borrelia burgdorferi 156a	Bacteria	Spirochaetes	Spirochaetia	156a_lp36	NC_011870.1	CP001260	23.638	25.4336	19	-	-	-	24	5
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_cp26	NC_018983.1	CP002268	26.514	26.2013	26	-	-	-	26	-
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_lp28-5	NC_018989.1	CP002267	20.974	24.3063	13	-	-	-	14	1
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_cp32-6	NC_019005.1	CP002263	30.641	29.1244	42	-	-	-	42	-
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_cp32-3	NC_019006.1	CP002269	30.262	28.8415	42	-	-	-	42	-
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_cp32-11	NC_019004.1	CP002260	30.286	28.8549	42	-	-	-	42	-
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_cp32-12	NC_018979.1	CP002255	30.795	29.2742	42	-	-	-	42	-
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_lp28-6	NC_018987.1	CP002259	22.135	33.0066	24	-	-	-	24	-
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_lp28-3	NC_018990.1	CP002253	25.211	24.9653	17	-	-	-	18	1
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_lp17	NC_018992.1	CP002264	12.965	24.1111	10	-	-	-	11	1
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_lp38	NC_018991.1	CP002258	27.035	25.3782	26	-	-	-	27	1
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_lp28-4	NC_018993.1	CP002266	25.788	24.461	19	-	-	-	21	2
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_cp32-4	NC_018984.1	CP002270	30.301	29.1938	41	-	-	-	42	1
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_cp32-1	NC_019003.1	CP002254	30.902	29.202	42	-	-	-	42	-
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_lp54	NC_013128.1	CP001653	48.22	28.2601	58	-	-	-	59	1
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_cp32-9	NC_018982.1	CP002262	21.172	28.2779	24	-	-	-	29	5
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_cp32-5	NC_018981.1	CP002261	30.636	29.2499	42	-	-	-	42	-
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_cp32-7	NC_018980.1	CP002257	21.165	28.8212	25	-	-	-	29	4
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_lp36	NC_018986.1	CP002256	22.715	25.6527	18	-	-	-	21	3
Borrelia burgdorferi 297	Bacteria	Spirochaetes	Spirochaetia	297_lp28-1	NC_018988.1	CP002265	20.978	30.6845	10	-	-	-	12	2
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_lp28-6	NC_012495.1	CP001555	30.159	31.8446	32	-	-	-	32	-
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_cp32-12	NC_012516.1	CP001545	27.704	28.1187	38	-	-	-	38	-
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_lp25	NC_012503.1	CP001553	24.093	23.3387	14	-	-	-	16	2
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_cp32-9	NC_012510.1	CP001549	30.414	29.1017	36	-	-	-	42	6
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_lp38	NC_012508.1	CP001548	38.696	26.1293	27	-	-	-	32	5
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_lp28-2	NC_012502.1	CP001559	29.87	31.6237	35	-	-	-	36	1
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_cp32-7	NC_012514.1	CP001558	29.694	29.245	42	-	-	-	42	-
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_cp32-5	NC_012517.1	CP001546	22.534	28.3705	24	-	-	-	30	6
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_lp28-4	NC_012501.1	CP001552	29.469	24.5241	22	-	-	-	27	5
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_lp36	NC_012498.1	CP001557	34.551	30.222	13	-	-	-	21	8
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_lp54	NC_012505.1	CP001554	53.849	28.1082	64	-	-	-	65	1
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_lp28-3	NC_012507.1	CP001547	31.052	25.1578	17	-	-	-	19	2
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_cp32-4	NC_012511.1	CP001556	30.617	29.0949	42	-	-	-	42	-
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_lp17	NC_012500.1	CP001551	17.032	22.9392	14	-	-	-	16	2
Borrelia burgdorferi 29805	Bacteria	Spirochaetes	Spirochaetia	29805_cp26	NC_012513.1	CP001550	26.537	26.333	26	-	-	-	26	-
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_cp32-6	NC_012114.1	CP001427	30.755	29.088	42	-	-	-	42	-
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_lp28-3	NC_012163.1	CP001417	28.645	24.9921	23	-	-	-	25	2
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_lp28-5	NC_012174.1	CP001412	26.776	25.3287	20	-	-	-	20	-
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_cp32-3-8	NC_012106.1	CP001418	61.062	29.0786	86	-	-	-	86	-
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_lp54	NC_012199.1	CP001421	53.263	28.1772	62	-	-	-	65	3
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_lp17	NC_012179.1	CP001413	16.6	22.8494	15	-	-	-	16	1
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_cp32-1	NC_012110.1	CP001414	30.327	29.1423	41	-	-	-	41	-
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_lp28-1	NC_012168.1	CP001423	30.663	34.7846	16	-	-	-	19	3
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_cp32-11	NC_012112.1	CP001426	30.26	29.0152	42	-	-	-	42	-
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_lp38	NC_012182.1	CP001419	39.007	25.9466	30	-	-	-	31	1
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_cp32-7	NC_012113.1	CP001416	29.673	29.2657	42	-	-	-	42	-
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_lp28-2	NC_012196.1	CP001420	28.984	31.8624	31	-	-	-	34	3
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_lp36	NC_012184.1	CP001425	36.826	26.9076	32	-	-	-	39	7
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_cp32-4	NC_012105.1	CP001411	30.375	29.3893	39	-	-	-	42	3
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_lp28-4	NC_012165.1	CP001428	26.992	24.8777	20	-	-	-	27	7
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_cp32-9	NC_012107.1	CP001424	22.471	28.5613	23	-	-	-	30	7
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_cp32-5	NC_012111.1	CP001415	30.884	29.1737	42	-	-	-	42	-
Borrelia burgdorferi 64b	Bacteria	Spirochaetes	Spirochaetia	64b_cp26	NC_012104.1	CP001422	26.525	26.2846	26	-	-	-	26	-
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_cp32-12	NC_011968.1	CP001372	27.704	28.1187	38	-	-	-	38	-
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_lp36	NC_012186.1	CP001374	28.128	25.5048	25	-	-	-	29	4
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_cp32-7	NC_011970.1	CP001373	30.101	29.0655	42	-	-	-	43	1
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_cp32-10	NC_011967.1	CP001379	30.324	29.3365	39	-	-	-	42	3
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_cp26	NC_011974.1	CP001375	26.522	26.3743	26	-	-	-	26	-
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_lp38	NC_012201.1	CP001377	27.763	25.4151	17	-	-	-	20	3
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_cp32-5	NC_011975.1	CP001376	17.016	27.145	22	-	-	-	24	2
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_lp32-3	NC_011966.1	CP001378	12.87	26.3092	9	-	-	-	17	8
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_lp54	NC_012193.1	CP001370	53.686	28.1284	65	-	-	-	66	1
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_lp17	NC_012191.1	CP001382	18.115	23.8697	15	-	-	-	17	2
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_lp28-4	NC_012172.1	CP001380	29.63	24.5663	24	-	-	-	29	5
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_cp32-13	NC_011965.1	CP001371	30.117	29.2227	41	-	-	-	41	-
Borrelia burgdorferi 72a	Bacteria	Spirochaetes	Spirochaetia	72a_cp32-1	NC_011972.1	CP001381	30.016	29.0578	43	-	-	-	43	-
Borrelia burgdorferi 94a	Bacteria	Spirochaetes	Spirochaetia	94a_cp32-5	NC_012250.1	CP001496	29.459	29.261	38	-	-	-	41	3
Borrelia burgdorferi 94a	Bacteria	Spirochaetes	Spirochaetia	94a_cp32-11	NC_012254.1	CP001491	30.648	29.2776	42	-	-	-	42	-
Borrelia burgdorferi 94a	Bacteria	Spirochaetes	Spirochaetia	94a_lp17	NC_012237.1	CP001497	18.11	23.926	16	-	-	-	19	3
Borrelia burgdorferi 94a	Bacteria	Spirochaetes	Spirochaetia	94a_cp32-7	NC_012258.1	CP001492	30.433	28.9883	42	-	-	-	43	1
Borrelia burgdorferi 94a	Bacteria	Spirochaetes	Spirochaetia	94a_cp26	NC_012263.1	CP001493	26.507	26.3176	26	-	-	-	26	-
Borrelia burgdorferi 94a	Bacteria	Spirochaetes	Spirochaetia	94a_cp32-10	NC_012255.1	CP001498	30.162	29.378	39	-	-	-	42	3
Borrelia burgdorferi 94a	Bacteria	Spirochaetes	Spirochaetia	94a_lp28-4	NC_012235.1	CP001490	28.038	24.449	19	-	-	-	27	8
Borrelia burgdorferi 94a	Bacteria	Spirochaetes	Spirochaetia	94a_cp9	NC_012269.1	CP001501	8.696	23.7006	8	-	-	-	9	1
Borrelia burgdorferi 94a	Bacteria	Spirochaetes	Spirochaetia	94a_cp32-6	NC_012259.1	CP001499	30.816	29.0531	39	-	-	-	43	4
